# ln(x) rounding bounds for all valid bfloat16 inputs (MPFR 4.2.1)
# lb=(y_prev+y)/2, ub=(y+y_next)/2; edge open/closed by ties-to-even
#   y even -> [lb,ub] rounds to y (closed); y odd -> (lb,ub) (open)
# columns: u,i1,i2,scope,edge,lb_hex,ub_hex,y_hex,y_bits,lb_dec,ub_dec
3645,28,61,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3646,28,62,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3647,28,63,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3648,28,64,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3649,28,65,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3650,28,66,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3651,28,67,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3652,28,68,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3653,28,69,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3654,28,70,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3655,28,71,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3656,28,72,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3657,28,73,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3658,28,74,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3659,28,75,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3660,28,76,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3661,28,77,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3662,28,78,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3663,28,79,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3664,28,80,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3665,28,81,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3666,28,82,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3667,28,83,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3668,28,84,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3669,28,85,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3670,28,86,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3671,28,87,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3672,28,88,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3673,28,89,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3674,28,90,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3675,28,91,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3676,28,92,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3677,28,93,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3678,28,94,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3679,28,95,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3680,28,96,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3681,28,97,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3682,28,98,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3683,28,99,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3684,28,100,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3685,28,101,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3686,28,102,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3687,28,103,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3688,28,104,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3689,28,105,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3690,28,106,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3691,28,107,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3692,28,108,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3693,28,109,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3694,28,110,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3695,28,111,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3696,28,112,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3697,28,113,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3698,28,114,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3699,28,115,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3700,28,116,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3701,28,117,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3702,28,118,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3703,28,119,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3704,28,120,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3705,28,121,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3706,28,122,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3707,28,123,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3708,28,124,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3709,28,125,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3710,28,126,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3711,28,127,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3712,29,0,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3713,29,1,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3714,29,2,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3715,29,3,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3716,29,4,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3717,29,5,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3718,29,6,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3719,29,7,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3720,29,8,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3721,29,9,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3722,29,10,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3723,29,11,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3724,29,12,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3725,29,13,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3726,29,14,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3727,29,15,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3728,29,16,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3729,29,17,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3730,29,18,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3731,29,19,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3732,29,20,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3733,29,21,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3734,29,22,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3735,29,23,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3736,29,24,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3737,29,25,LP,closed,-0x4.44p+4,-0x4.3cp+4,-0x4.4p+4,0xC288,-68.25,-67.75
3738,29,26,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3739,29,27,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3740,29,28,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3741,29,29,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3742,29,30,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3743,29,31,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3744,29,32,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3745,29,33,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3746,29,34,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3747,29,35,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3748,29,36,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3749,29,37,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3750,29,38,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3751,29,39,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3752,29,40,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3753,29,41,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3754,29,42,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3755,29,43,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3756,29,44,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3757,29,45,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3758,29,46,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3759,29,47,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3760,29,48,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3761,29,49,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3762,29,50,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3763,29,51,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3764,29,52,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3765,29,53,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3766,29,54,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3767,29,55,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3768,29,56,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3769,29,57,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3770,29,58,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3771,29,59,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3772,29,60,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3773,29,61,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3774,29,62,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3775,29,63,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3776,29,64,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3777,29,65,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3778,29,66,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3779,29,67,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3780,29,68,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3781,29,69,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3782,29,70,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3783,29,71,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3784,29,72,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3785,29,73,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3786,29,74,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3787,29,75,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3788,29,76,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3789,29,77,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3790,29,78,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3791,29,79,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3792,29,80,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3793,29,81,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3794,29,82,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3795,29,83,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3796,29,84,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3797,29,85,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3798,29,86,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3799,29,87,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3800,29,88,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3801,29,89,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3802,29,90,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3803,29,91,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3804,29,92,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3805,29,93,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3806,29,94,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3807,29,95,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3808,29,96,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3809,29,97,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3810,29,98,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3811,29,99,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3812,29,100,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3813,29,101,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3814,29,102,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3815,29,103,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3816,29,104,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3817,29,105,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3818,29,106,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3819,29,107,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3820,29,108,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3821,29,109,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3822,29,110,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3823,29,111,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3824,29,112,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3825,29,113,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3826,29,114,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3827,29,115,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3828,29,116,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3829,29,117,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3830,29,118,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3831,29,119,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3832,29,120,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3833,29,121,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3834,29,122,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3835,29,123,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3836,29,124,LP,open,-0x4.3cp+4,-0x4.34p+4,-0x4.38p+4,0xC287,-67.75,-67.25
3837,29,125,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3838,29,126,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3839,29,127,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3840,30,0,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3841,30,1,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3842,30,2,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3843,30,3,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3844,30,4,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3845,30,5,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3846,30,6,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3847,30,7,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3848,30,8,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3849,30,9,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3850,30,10,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3851,30,11,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3852,30,12,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3853,30,13,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3854,30,14,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3855,30,15,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3856,30,16,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3857,30,17,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3858,30,18,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3859,30,19,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3860,30,20,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3861,30,21,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3862,30,22,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3863,30,23,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3864,30,24,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3865,30,25,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3866,30,26,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3867,30,27,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3868,30,28,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3869,30,29,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3870,30,30,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3871,30,31,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3872,30,32,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3873,30,33,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3874,30,34,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3875,30,35,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3876,30,36,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3877,30,37,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3878,30,38,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3879,30,39,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
3880,30,40,LP,closed,-0x4.34p+4,-0x4.2cp+4,-0x4.3p+4,0xC286,-67.25,-66.75
